/events-reunions/calendar/,25452,18820,43.64916254,0.275557128,0.167256011,0
/events-reunions/list/C68/,15357,6594,34.12154415,0.248234107,0.10262421,0
/events-reunions/,14525,11134,27.35468916,0.134947134,0.094113597,0
/events-reunions/homecoming/,14467,11928,122.8944034,0.762164948,0.672703394,0
/events-reunions/reunions/alumni-weekend-/,13363,7529,36.89439386,0.224646589,0.161715184,0
/events-reunions/reunions/,12672,9254,29.29421397,0.165586753,0.132575758,0
/events-reunions/reunions/back-to-the-hill-young-alumni-festival/,11277,8833,145.0301113,0.65568369,0.593597588,0
/events-reunions/events-in-your-area/,4587,3163,13.39567373,0.15625,0.032483104,0
/events-reunions/detail/tufts-night-at-pops/,4479,3227,85.08238173,0.644046095,0.452556374,0
/events-reunions/list/C9/,3761,2555,43.40558939,0.490114464,0.25791013,0
/events-reunions/list/,3289,2422,53.5483871,0.233070866,0.179993919,0
/events-reunions/photos-from-past-events/,2956,2304,27.80323983,0.418367347,0.143775372,0
/events-reunions/detail/alumni-family-picnic/,2564,2031,61.26023392,0.683291771,0.333073323,0
/events-reunions/list/C18/,2330,1841,35.00295508,0.503516174,0.273819742,0
/events-reunions/one-hundred-fifty-acts-of-active-citizenship/,2046,1521,69.50621547,0.450134771,0.292277615,0
/events-reunions/reunions/class-reunion/2005-class-reunion/,2027,1362,108.4809566,0.617810761,0.44301924,0
/events-reunions/detail/yfta-annual-new-york-city-bash/,1906,1676,173.4318182,0.793248945,0.746065058,0
/events-reunions/reunions/class-reunion/1961-class-reunion/,1887,987,165.4481547,0.497747748,0.396926338,0
/events-reunions/detail/tuftonias-day-kickoff/,1838,1696,99.1257485,0.804581246,0.72742111,0
/events-reunions/list/C68/P25/,1817,1162,19.76574307,0.181818182,0.126031921,0
/events-reunions/list/C42/,1776,1583,31.05090312,0.926208651,0.657094595,0
/events-reunions/calendar/2011/04/,1503,1044,35.0393467,0.269230769,0.103792415,0
/events-reunions/list/C66/,1466,1044,34.55678233,0.25095057,0.135061392,0
/events-reunions/detail/cirque-delephant/,1461,1204,63.42105263,0.486842105,0.297741273,0
/events-reunions/detail/boston-together-we-begin/,1455,1299,153.5907781,0.866117405,0.761512027,0
/events-reunions/reunions/back-to-the-hill-young-alumni-festival/2006-class-reunion/,1428,1099,102.9125828,0.745,0.471288515,0
/events-reunions/reunions/class-reunion/1980-class-reunion/,1408,856,102.8198307,0.525835866,0.412642045,0
/events-reunions/calendar/2010/04/,1397,925,51.87428102,0.222222222,0.12884753,0
/events-reunions/detail/boston-honey-pot-hill/,1389,1216,145.3401535,0.769825919,0.71850252,0
/events-reunions/calendar/2011/10/,1376,1017,34.68983493,0.136363636,0.163517442,0
/events-reunions/calendar/2011/05/,1357,981,25.24556962,0.6,0.126750184,0
/events-reunions/calendar/2010/05/,1355,982,39.41595925,0.111111111,0.130627306,0
/events-reunions/list/P25/,1345,1023,32.71763684,0.105263158,0.144237918,0
/events-reunions/reunions/class-reunion/1990-class-reunion/,1342,855,114.976593,0.58974359,0.426974665,0
/events-reunions/detail/boston-jumbos-monster-bash/,1304,1105,130.3919308,0.795574289,0.733895706,0
/events-reunions/calendar/2010/10/,1296,967,34.98268004,0.46875,0.153549383,0
/events-reunions/one-hundred-fifty-acts-of-active-citizenship/one-hundred-and-fifty-acts-details/,1276,734,81.74574468,0.485981308,0.263322884,0
/events-reunions/reunions/class-reunion/1960-class-reunion/,1274,775,120.3547067,0.593984962,0.424646782,0
/events-reunions/calendar//,1262,1065,32.51473297,0.8125,0.139461173,0
/events-reunions/reunions/class-reunion/2000-class-reunion/,1260,806,103.636612,0.586102719,0.419047619,0
/events-reunions/detail/tab-ski-snowboard-outing/,1252,1153,144.3623853,0.871029836,0.825878594,0
/events-reunions/calendar/2010/03/,1243,937,48.89948718,0.403508772,0.215607401,0
/events-reunions/reunions/class-reunion/2009-class-reunion/,1233,916,97.13364055,0.632967033,0.472019465,0
/events-reunions/reunions/class-reunion/1991-class-reunion/,1207,713,103.8342939,0.602739726,0.425020713,0
/events-reunions/detail/bermuda-golf-a-weekend-getaway/,1194,1143,125.1784232,0.870901639,0.798157454,0
